GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
63979        7   50444129   50450390     16       4  184305     -0.96671      0.83316
1644         7   50458436   50565457    439      28  184305       1.0185      0.15422
2887         7   50590063   50793462    768      38  184305     -0.91981      0.82116
23242        7   51016212   51316818    755      53  184305       1.2562      0.10453
101928675    7   51386082   51387506      3       2  184305       1.2464       0.1063
285877       7   53035656   53036925      7       2  184305     -0.72979      0.76724
222008       7   54542325   54571080    161      13  184305     -0.18004      0.57144
23480        7   54752247   54759246     35      10  184305       0.3554      0.36115
1956         7   55019032   55207338    599      59  184305      0.93629      0.17456
55915        7   55365448   55433742    291      11  184305      0.73088      0.23243
81552        7   55434406   55573355    508      17  184305       1.9348     0.026509
101060341    7   55746453   55750700     15       6  184305     -0.36876      0.64385
346288       7   55793544   55862789    224      22  184305      0.36558      0.35734
349075       7   55887277   55942225    170      25  184305      0.85877      0.19523
51373        7   55951918   55955341      9       3  184305      0.86507       0.1935
2631         7   55964577   56000182     98      16  184305      0.99606      0.15961
5723         7   56010363   56051604    125      21  184305       1.1433      0.12646
908          7   56051685   56063989     33       9  184305       1.3301     0.091741
25870        7   56064007   56080672     49      11  184305       1.5914     0.055762
5260         7   56080283   56093396     32       7  184305      0.87121      0.19182
51142        7   56101573   56106494     12       4  184305      0.54729      0.29209
389493       7   56114681   56116397      3       1  184305      0.35393       0.3617
101928468    7   56813396   56814205      5       2  184305       1.1526      0.12454
101928587    7   56826850   56827843      6       2  184305      0.63264      0.26348
100287294    7   56936027   56945473      6       2  184305     -0.11956      0.54758
90827        7   57119574   57142003      8       3  184305      0.84841       0.1981
105375297    7   57209802   57222887     54       5  184305    -0.065292      0.52603
441234       7   57450177   57473559     61       6  184305      -0.1518      0.56033
105375302    7   57770209   57840981    121       7  184305      0.41808      0.33794
402269       7   63632667   63640929     36       5  184305      -1.6351      0.94899
100996414    7   63754798   63755530      2       1  184305     0.006706      0.49732
100996365    7   63756809   63757407      6       3  184305     -0.79595      0.78697
102724777    7   63763951   63764555      3       1  184305      -1.0374      0.85023
105375316    7   63765655   63767001      9       3  184305     -0.18454      0.57321
442319       7   64044801   64085184     91      14  184305    -0.097399       0.5388
730291       7   64207203   64220290     46      11  184305     -0.15565      0.56185
168417       7   64228474   64266931    142      18  184305     -0.35779      0.63975
728927       7   64313873   64356634    163      12  184305     -0.87197      0.80839
340252       7   64501290   64563127    158       9  184305     -0.99228      0.83947
51427        7   64666083   64711582     99       8  184305     -0.83498      0.79814
7697         7   64794388   64853800    104      13  184305     -0.77736      0.78153
10793        7   64870177   64932239    287      13  184305     -0.51516      0.69678
441239       7   64887751   64890100      9       3  184305  -0.00075873       0.5003
51351        7   64974452   64991036     14       5  184305     -0.80829      0.79054
168374       7   65373799   65401135     58       7  184305      -1.1018      0.86473
101929322    7   65499303   65555350    128      13  184305     -0.13034      0.55185
154807       7   65836336   65959563    246      14  184305       1.0171      0.15455
2990         7   65960684   65982314     64       8  184305       1.0114      0.15591
435          7   66075789   66093343     62       9  184305      0.43032      0.33348
27297        7   66114818   66154568    137      13  184305       0.5444      0.29308
8460         7   66205272   66360451    361      17  184305      0.96307      0.16776
154881       7   66628881   66643229    117       4  184305      0.33189      0.36999
27342        7   66682091   66811464    498      31  184305     -0.53941       0.7052
55069        7   66921216   66958551    134      20  184305     -0.97926      0.83627
51119        7   66987703   66995601     41      11  184305      -2.2743      0.98853
55253        7   66996805   67239520   1084      56  184305      0.70084       0.2417
26053        7   69598475   70793068   3844     198  184305    -0.087801      0.53498
64409        7   71132414   71713601   1785      84  184305       1.3447     0.089368
83698        7   71779491   72447151   1246      49  184305      0.47128      0.31872
441250       7   72574507   72828234    170      11  184305       1.0834      0.13931
9883         7   72879335   72951440    114      12  184305       1.2754      0.10109
378108       7   72954849   72969681     21       1  184305       1.5713     0.058058
100996746    7   73049244   73057172     24       5  184305      0.46235      0.32192
55695        7   73302516   73308867      8       3  184305      -1.1574      0.87644
135892       7   73312472   73328279     31       5  184305     -0.50978       0.6949
8468         7   73328152   73358637     57      10  184305    -0.012582      0.50502
8326         7   73433779   73436120      7       2  184305     -0.13713      0.55454
9031         7   73440398   73522298    150      26  184305    -0.079104      0.53153
9275         7   73536353   73557735     72      12  184305      0.48814      0.31273
26608        7   73568944   73578683     16       2  184305     -0.42459      0.66443
51085        7   73593194   73624540     18       8  184305     -0.64475      0.74046
155382       7   73667844   73672110      5       3  184305      -2.0735      0.98094
84277        7   73680918   73683451      1       1  184305     -0.49831      0.69087
114049       7   73683566   73698221     40       9  184305      0.12522      0.45017
6804         7   73699205   73719702     49       7  184305     0.077637      0.46906
83451        7   73736094   73738885      2       1  184305      0.10985      0.45626
1365         7   73768997   73770270      1       1  184305     -0.89072      0.81346
1364         7   73830863   73832693      5       2  184305       2.2436      0.01243
155368       7   73834590   73842525     20       5  184305       1.7465     0.040364
135886       7   73861159   73865894     12       4  184305       1.1115      0.13318
2006         7   74027772   74069907     42       8  184305       -1.208      0.88648
3984         7   74083777   74122525     45       6  184305     -0.70438       0.7594
7458         7   74174376   74197101      2       1  184305      0.24067       0.4049
7462         7   74209392   74229834      1       1  184305     0.053656       0.4786
81554        7   75027119   75073881     61      11  184305     -0.92932      0.82364
389524       7   75092396   75149817     83      14  184305    -0.015459      0.50617
375593       7   75395629   75405613     39       4  184305      0.93371      0.17523
100101267    7   75416781   75486288    353      32  184305     -0.44589      0.67216
442590       7   75493182   75504304     24       8  184305      0.54261       0.2937
3092         7   75533298   75738972    451      40  184305     -0.29395       0.6156
10344        7   75769524   75789746     44       5  184305     -0.86053      0.80525
6369         7   75811429   75823356     37       9  184305      -1.5426      0.93853
57414        7   75878999   75888926     28       4  184305     -0.91628      0.82024
5447         7   75915102   75986855    193      23  184305      0.54643      0.29239
83862        7   75986837   75994674     15       5  184305     -0.14046      0.55585
51657        7   75995834   76048003    206      22  184305     -0.85498      0.80372
4191         7   76048019   76067508     63      12  184305      -1.1756      0.88012
101927160    7   76071322   76072392      2       1  184305     -0.79527      0.78677
222183       7   76166675   76287292    210      14  184305      -1.3721      0.91499
3315         7   76302558   76304297      6       3  184305      -1.0741       0.8586
7532         7   76326791   76359025     86      13  184305      -2.1272       0.9833
136853       7   76389329   76409695     49      10  184305       -1.427      0.92321
7784         7   76397524   76442071    167      16  184305    -0.033284      0.51328
113878       7   76461655   76505998    128      14  184305     -0.47759      0.68353
105375355    7   76510102   76524424     56       7  184305      0.93174      0.17574
105375354    7   76524383   76544090     65      10  184305        1.249      0.10583
102723555    7   76533538   76541484     27       7  184305       1.3115     0.094851
22932        7   76609986   76627303     12       3  184305   -0.0059582      0.50238
102723849    7   77023688   77031631     20       4  184305     0.031004      0.48763
100505767    7   77051689   77060538     31       9  184305     -0.90781      0.81801
57639        7   77122617   77295204    475      26  184305     -0.12976      0.55162
10875        7   77193371   77199833     20       6  184305       1.0081      0.15669
54103        7   77310751   77416408    305      20  184305       1.3444     0.089415
5782         7   77537456   77640071    317      40  184305       1.0123      0.15569
222194       7   77696426   77779803    392      32  184305      -1.0784      0.85958
85025        7   77793728   77798430     13       3  184305     -0.73867      0.76994
57157        7   77798792   77957504    568      44  184305      -1.5878      0.94384
9863         7   78017055   79453805   4940     230  184305      0.66861      0.25187
2770         7   80134824   80219409    257      16  184305     -0.42645      0.66511
346562       7   80457292   80527915    126      17  184305      -1.8449      0.96747
948          7   80602188   80679277    256      30  184305      0.35358      0.36183
10512        7   80742538   80919351    711      50  184305      0.96109      0.16825
105369146    7   81472689   81570356    315      37  184305      -2.4153      0.99214
3082         7   81699006   81770438    281      31  184305      -1.4723      0.92953
781          7   81946444   82443806   1755     125  184305      0.33661      0.36821
27445        7   82754005   83162881   1599      57  184305      -1.6201       0.9474
9723         7   83363906   83649163    913      72  184305      0.24306      0.40398
10371        7   83956805   84492724   1513      28  184305     -0.74561      0.77205
223117       7   84995192   85186855    507      31  184305      -0.8493      0.80214
2913         7   86643914   86864879    675      32  184305    -0.006392      0.50255
222223       7   86876906   87059698    435      32  184305      0.29974      0.38219
105375383    7   87058643   87111964    149      11  184305       2.8241    0.0023705
101927420    7   87151423   87156676     16       3  184305       1.0193      0.15403
9988         7   87152361   87196332    140      20  184305       1.5118     0.065287
79161        7   87196160   87220573     72      10  184305       2.2606     0.011893
54677        7   87345635   87399796    107      12  184305       0.5433      0.29346
5244         7   87402044   87477523    119      15  184305      0.75555      0.22496
5243         7   87503863   87713323    353      25  184305     -0.65768      0.74463
154661       7   87627675   87832298    381      28  184305      -1.4987      0.93303
55972        7   87833568   87876377     75      10  184305      -1.3515      0.91174
10926        7   87876229   87909541     37       6  184305      -1.3884      0.91749
53616        7   87934157   88202889    750      43  184305      0.14704      0.44155
6717         7   88205115   88226993     75       9  184305      0.48246      0.31474
79689        7   88276429   88306913     73      11  184305     0.094992      0.46216
219578       7   88759368   89337057   2002      73  184305      -2.9015      0.99814
219557       7   88794106   88795773     13       4  184305      -1.4034      0.91975
26872        7   90154375   90164827     55       7  184305     -0.96285      0.83219
261729       7   90211686   90237678     67      12  184305      0.61273      0.27003
79846        7   90245174   90324208    322      23  184305      0.34808      0.36389
85865        7   90346665   90391455    148      20  184305     -0.17533      0.56959
9069         7   90403334   90415954     71      11  184305     -0.27717      0.60918
102723899    7   90509145   90513397     14       6  184305     -0.25922      0.60227
5218         7   90596362   91210590   1557     142  184305     -0.37371      0.64569
8321         7   91264468   91268817      5       2  184305     0.097014      0.46136
7978         7   91872876   91880720      7       3  184305      0.55592      0.28913
10142        7   91940867   92110673    247      39  184305       2.7707    0.0027964
1595         7   92112149   92134745     33       8  184305       2.5959    0.0047172
401387       7   92144884   92165276     30       6  184305       2.8459    0.0022141
889          7   92198969   92246128     97      17  184305       2.7279     0.003187
54467        7   92246216   92401770    209      29  184305       1.4299     0.076374
105375396    7   92412550   92437456     15       6  184305       1.2325      0.10888
57798        7   92447448   92491328     65       8  184305      0.84582      0.19883
30816        7   92468380   92477915     19       2  184305      0.49369      0.31076
5189         7   92487023   92528531     72      11  184305    -0.092786      0.53696
84060        7   92528692   92539405     26       7  184305     -0.17032      0.56762
257415       7   92560758   92590394     82       9  184305      0.19674      0.42202
1021         7   92604921   92836627    788      55  184305     -0.45535      0.67557
54809        7   93099513   93118023     38       4  184305       1.6125     0.053422
219285       7   93130054   93148393     59       9  184305      0.99956      0.15876
253012       7   93188586   93232297    135      15  184305       -1.573      0.94215
55610        7   93232340   93361123    305      32  184305      -2.2353       0.9873
799          7   93424487   93574730    499      32  184305    -0.077416      0.53085
7980         7   93885397   93890991      7       4  184305     0.011166      0.49555
2792         7   93906508   93911173     10       2  184305      -1.0291      0.84829
2791         7   93921704   93926514      8       3  184305      0.92387      0.17778
10282        7   93962770   94004390     86      19  184305      0.63228       0.2636
1278         7   94394561   94431232     95      16  184305     -0.50824      0.69436
64921        7   94509858   94631872    219      23  184305     -0.45915      0.67694
8910         7   94585224   94656209    154      16  184305     -0.37199      0.64505
23089        7   94656325   94669695     23       6  184305      -0.2387      0.59433
55607        7   94907202   95296415   1403      88  184305     -0.66422      0.74673
5444         7   95298357   95324572    106      10  184305     -0.33657      0.63178
5446         7   95359872   95396375    125      15  184305     -0.37671      0.64681
5445         7   95404862   95435072     73      16  184305     -0.53205      0.70266
51666        7   95461542   95540231    233      26  184305      0.23119      0.40858
5166         7   95583497   95596613     40       7  184305     -0.88357      0.81154
1780         7   95772506   96110322    649      52  184305       1.0495      0.14697
10165        7   96120220   96322147    478      26  184305      0.19541      0.42254
401388       7   96481626   96503523     55      10  184305       1.5242     0.063735
7979         7   96688767   96709891     40       9  184305      0.75941       0.2238
1750         7   97005978   97011040     18       4  184305      0.20882      0.41729
1749         7   97020390   97024831     34       7  184305     -0.99944      0.84121
57001        7   97116593   97181763    144      14  184305     -0.72575      0.76601
6863         7   97731959   97740472     37       7  184305      0.66498      0.25303
440          7   97852117   97872542     45       7  184305      -1.1142       0.8674
4951         7   97984700   97990104     12       3  184305      -1.6621      0.95175
22853        7   98106875   98209636    245      52  184305      -1.1533      0.87562
168620       7   98212254   98212959      1       1  184305       -2.029      0.97877
25851        7   98215443   98252251     74      23  184305     -0.10654      0.54242
25798        7   98281667   98323430    221      25  184305      -1.1424      0.87335
55971        7   98291650   98401115    567      31  184305      -1.4773      0.93021
4885         7   98617285   98629869     29       7  184305       1.6681     0.047651
222865       7   98846488   98870050     36       8  184305     -0.50842      0.69442
8295         7   98878490   99013243    276      18  184305     -0.38888      0.65132
57154        7   99027435   99144120    176      18  184305      0.34708      0.36427
402569       7   99173574   99219333     71      10  184305     -0.24201      0.59561
10552        7   99325873   99366262     49       7  184305      0.82103      0.20581
10095        7   99374675   99394801     12       6  184305      0.90379      0.18305
11333        7   99394673   99408682     11       2  184305      0.17705      0.42974
8896         7   99408641   99419616      8       3  184305      0.47964      0.31574
26024        7   99416739   99438839     33       8  184305      0.76024      0.22356
100526740    7   99416739   99466201     98      10  184305       0.8772      0.19019
10898        7   99438940   99457373     53       5  184305      0.88413      0.18831
9551         7   99458161   99466201     10       5  184305      0.81269       0.2082
285989       7   99472829   99487600     47       6  184305       2.3276    0.0099679
84124        7   99493231   99500254     20       4  184305        2.683    0.0036483
23660        7   99501297   99534107     75      11  184305       2.9058    0.0018315
221786       7   99546300   99559395     43      10  184305       2.3308    0.0098819
79027        7   99558422   99576453     37       8  184305       3.1735   0.00075314
100289187    7   99597956   99610833     21       8  184305       2.9347    0.0016691
221785       7   99616611   99738530    210      26  184305       2.6986    0.0034816
1577         7   99648189   99680026     55      10  184305       2.4877    0.0064287
100861540    7   99684679   99735200     94      14  184305       1.8091     0.035216
1551         7   99705037   99735200     51      12  184305       2.1325     0.016482
1576         7   99756960   99784188     49      11  184305       2.0713     0.019167
64816        7   99828013   99867092     52      16  184305       1.8801     0.030049
89122        7   99890407   99919600     22       5  184305       1.5919     0.055709
349149       7   99923269   99935091     18       5  184305       1.6665     0.047804
563          7   99966727   99976112     16       3  184305       1.3881     0.082553
7586         7  100015572  100045143     44       5  184305       1.3061     0.095762
7589         7  100049767  100065042      9       4  184305      0.34675      0.36439
7551         7  100063847  100082548     31       4  184305      0.92482      0.17753
10980        7  100088960  100092200     10       3  184305       1.1549      0.12407
4176         7  100092728  100101940     11       2  184305       1.4014     0.080544
9179         7  100101412  100107180      7       4  184305       2.0392     0.020715
6878         7  100107070  100119858     14       3  184305       2.4357    0.0074307
245812       7  100119642  100125508      6       3  184305      0.77417      0.21942
255374       7  100126694  100128724      6       2  184305      0.67802      0.24888
389541       7  100148907  100154210      4       1  184305       2.5641    0.0051715
55262        7  100154420  100158721      3       1  184305       2.5331    0.0056533
79690        7  100159242  100168750     14       5  184305       2.7725    0.0027815
221914       7  100169606  100177426     16       5  184305       2.4376    0.0073927
10734        7  100177563  100214387     44      12  184305       2.1912     0.014218
352954       7  100200653  100272232    108      14  184305       1.3202     0.093377
79037        7  100216717  100221490      9       3  184305       1.4393     0.075028
441272       7  100306812  100322196     40       8  184305      0.94693      0.17184
29990        7  100358003  100367831     23       5  184305       2.1601     0.015383
29992        7  100373445  100400099     68      10  184305       1.4667     0.071228
55063        7  100400872  100429414     85      15  184305       1.5119     0.065278
56257        7  100428698  100434126     18       5  184305      0.65237      0.25708
221908       7  100435277  100436615      4       2  184305      0.33334      0.36944
402573       7  100456615  100464271     14       3  184305       1.5377     0.062057
81628        7  100466519  100479279     32       7  184305       1.8846     0.029744
222950       7  100483862  100494802     25       7  184305       1.1683      0.12135
3268         7  100539211  100568220     48      11  184305       1.3536     0.087935
5118         7  100602259  100608175      8       2  184305      0.24106      0.40475
64598        7  100612102  100615384      4       2  184305     -0.41688      0.66162
7036         7  100620416  100642765     58      11  184305     0.071251       0.4716
51412        7  100643097  100656461     30       6  184305      -0.7682      0.77882
2783         7  100673740  100679169     12       3  184305       1.2892      0.09867
64599        7  100679507  100694268     33       7  184305       1.2363      0.10816
10248        7  100706053  100707500      7       3  184305      0.22645      0.41043
2056         7  100720800  100723700     16       4  184305   -0.0075123        0.503
7455         7  100733583  100797797    231      34  184305     -0.44042      0.67018
2050         7  100802565  100827521     84      14  184305    -0.070433      0.52808
56996        7  100834036  100867012     80      18  184305      0.39497      0.34643
7205         7  100866221  100873455     13       6  184305     0.051527      0.47945
51593        7  100874971  100888664     32      10  184305      0.50317      0.30742
402682       7  100888723  100889718      1       1  184305      0.31248      0.37734
43           7  100889994  100896686     41       3  184305       1.5006     0.066733
4584         7  100949117  100968347     95      11  184305       1.4311       0.0762
10071        7  100969623  101018949    294      16  184305      0.77754      0.21842
140453       7  101020076  101058859    210      19  184305     -0.36209      0.64136
81844        7  101085424  101091738     20       6  184305      0.39082      0.34796
5054         7  101127089  101139266     56       8  184305       0.5499      0.29119
1174         7  101154405  101161276     52       7  184305      -1.6318      0.94864
7425         7  101162509  101169935     51      11  184305      -3.3195      0.99955
375607       7  101170493  101195908    147      21  184305      -1.1608      0.87713
346606       7  101195729  101201060     25      10  184305      0.22162      0.41231
8985         7  101205977  101217730     40       9  184305       1.0329      0.15082
10467        7  101217704  101224192     11       4  184305     -0.32436      0.62717
24146        7  101232092  101238820     26       4  184305      0.34522      0.36496
51024        7  101239612  101245090     19       6  184305     0.056928       0.4773
136227       7  101362820  101559024    581      50  184305      0.99041      0.16099
93408        7  101613325  101629296     23      10  184305       1.0935      0.13708
1523         7  101815904  102283958    736      53  184305       1.0022      0.15813
10603        7  102285059  102321711      1       1  184305      0.21769      0.41384
729597       7  102345752  102357047     28       5  184305       1.0605      0.14445
100289561    7  102363861  102380633     46       4  184305     -0.67054      0.74874
79706        7  102396357  102426682     57      10  184305     -0.85369      0.80336
105375433    7  102407507  102421280     17       4  184305     -0.46792      0.68008
80228        7  102433530  102456821     37       6  184305     -0.69553      0.75664
54784        7  102456220  102464874      5       2  184305     -0.74115       0.7707
222229       7  102464943  102473168     16       4  184305     -0.35683      0.63939
5439         7  102473100  102478999     13       3  184305     -0.45908      0.67691
100271927    7  102483139  102517777     94       5  184305     -0.31268      0.62274
548644       7  102521171  102572660     71      10  184305     -0.89706      0.81516
441273       7  102550749  102562633     14       4  184305     -0.84117      0.79987
102724229    7  102573648  102580440     12       3  184305     -0.12279      0.54886
10156        7  102579646  102616758     46       9  184305    -0.051793      0.52065
246721       7  102636748  102671729     48      13  184305      0.27685      0.39095
100134938    7  102637025  102642791      8       3  184305     -0.05112      0.52038
100310812    7  102650325  102661400     18       8  184305      0.96638      0.16693
222235       7  102700062  103074841    733      33  184305      0.42679      0.33477
222234       7  102748944  102912918    404       9  184305      0.26322      0.39619
10234        7  102912897  102945111     41      10  184305      -0.1285      0.55113
58160        7  102973437  102978667      8       3  184305      0.04826      0.48075
83787        7  103074727  103099763    114      11  184305       1.3707     0.085229
222236       7  103099576  103149322    170      20  184305       1.5484     0.060763
9512         7  103297426  103329902    114      16  184305      -1.0883      0.86176
27000        7  103312474  103344873     99      14  184305     -0.69954      0.75789
5701         7  103344405  103369395    104      13  184305     -0.29475      0.61591
375611       7  103352730  103446177    411      39  184305     -0.35604       0.6391
5649         7  103471784  103989516   2145      85  184305     -0.55012      0.70888
5001         7  104126341  104208047    288      39  184305       1.1427      0.12658
375612       7  104328656  104908558   1225      70  184305       0.9649       0.1673
55904        7  105014190  105114085    261      29  184305     0.031975      0.48725
6733         7  105113601  105399366    932      74  184305     -0.19914      0.57892
54517        7  105456511  105522242    197      31  184305      0.90871      0.18175
60561        7  105532085  105567678    152      24  184305     -0.46785      0.68005
222255       7  105604774  105877232    910      89  184305       1.3352     0.090899
222256       7  105877200  106036431    457      50  184305       1.7973     0.036143
6856         7  106090368  106112647     87       8  184305      -1.2684      0.89767
10135        7  106248285  106285732    116      28  184305       1.1366      0.12785
168455       7  106656765  106661188     16       4  184305      0.17783      0.42943
5294         7  106865278  106908978     84      10  184305       3.7074    0.0001047
5577         7  107044728  107161811    257      14  184305       3.9902   3.3008e-05
26959        7  107168961  107202529     80       7  184305       4.0173   2.9428e-05
10466        7  107201744  107564514    938      78  184305       1.9519     0.025476
2845         7  107470057  107476212     34       8  184305     -0.27742      0.60927
11062        7  107563957  107578523     26       5  184305     -0.22996      0.59094
55973        7  107579977  107623317    112      25  184305       1.9857     0.023532
5172         7  107660635  107717809    125      10  184305    -0.058381      0.52328
79872        7  107743497  107762011     47       4  184305     -0.16932      0.56723
1811         7  107765467  107803233    101      19  184305       0.4298      0.33367
1738         7  107891107  107921198    109      12  184305      0.92033       0.1787
3912         7  107923801  108003359    272      23  184305     -0.48909      0.68761
22798        7  108003986  108130356    456      29  184305       0.6598      0.25469
4897         7  108147626  108456397    768      43  184305      0.42503      0.33541
50640        7  108470422  108528161    146      10  184305      0.25566      0.39911
168451       7  108562144  108569768     31       2  184305      0.17198      0.43173
4189         7  108569745  108574850     18       2  184305     0.051937      0.47929
154907       7  108883975  108896211     52       4  184305       1.1208      0.13119
83943        7  110662645  111562531   1801      68  184305      0.46832      0.31978
54674        7  111091006  111125454     49       8  184305     -0.24047      0.59502
9732         7  111726108  112206407   1463      79  184305     -0.37949      0.64784
11179        7  112206588  112343934    416      35  184305     -0.18512      0.57343
3475         7  112423144  112477203     86      11  184305     -0.26589      0.60484
286006       7  112480238  112491062     21       8  184305    -0.031246      0.51246
64418        7  112762382  112790713     74       9  184305      -0.3261      0.62783
154743       7  112819147  112939877    236      25  184305      0.70386      0.24076
54329        7  113080413  113087778     17       5  184305      -1.4488      0.92631
5506         7  113876827  113919027    104      14  184305      -2.6264      0.99569
93986        7  114086310  114693772   1203      56  184305     -0.55738      0.71137
29969        7  114922154  115019916    276      24  184305      0.12138       0.4517
22797        7  115935148  116159891    627      38  184305        1.377     0.084251
26136        7  116210493  116258786     64      18  184305       0.9926      0.16045
858          7  116499601  116508541      8       4  184305      -1.2159      0.88799
857          7  116524785  116561185     48       7  184305      0.32258      0.37351
4233         7  116672405  116798386    161      36  184305     -0.70833      0.76063
830          7  116862509  116919259    188      18  184305       1.9341      0.02655
7982         7  116953327  117230023    433      25  184305       1.8207     0.034325
7472         7  117276631  117323289     88      12  184305      0.58001      0.28095
136991       7  117363222  117427523    131      20  184305      0.55804      0.28841
1080         7  117478340  117668665    437      32  184305       1.5998     0.054825
83992        7  117710648  117873507    560      24  184305      0.21961      0.41309
51691        7  118184032  118204039     35       6  184305       1.0038      0.15774
56311        7  118224658  118242731     55       4  184305     -0.23405      0.59253
3751         7  120273641  120750333   1218      48  184305     -0.96359      0.83237
23554        7  120787320  120858366    142      13  184305    -0.028994      0.51157
54556        7  120950763  120975657     86      16  184305     -0.55321      0.70994
79974        7  120988697  121297444   1110      63  184305      -1.9664      0.97537
51384        7  121325367  121341104     44       7  184305     -0.72221      0.76492
10447        7  121348245  121396369    139      16  184305      -1.1516      0.87527
5803         7  121873105  122062036    473      47  184305      -1.3679      0.91432
10157        7  122073544  122144290    168      20  184305      -1.3351      0.90907
389549       7  122301309  122311853     42       7  184305     -0.90592      0.81751
93664        7  122318424  122886759   1450      58  184305     -0.92221      0.82179
168433       7  122697712  122699154      5       2  184305      -1.0365      0.85001
378925       7  122701666  122702967      7       4  184305      -1.5595      0.94056
50833        7  122994705  122995700      2       1  184305      -2.1161      0.98283
6561         7  123113534  123199975    164      18  184305     -0.14672      0.55832
154865       7  123452181  123534664    169      26  184305      0.11981      0.45232
4698         7  123536997  123601651    115      20  184305      -1.1133       0.8672
142685       7  123566999  123637900    174      22  184305     0.039323      0.48432
442721       7  123655807  123664093     24       3  184305     -0.47146      0.68134
8976         7  123681927  123749071    193      19  184305      -1.1758      0.88017
23553        7  123845169  123877481    132      25  184305      -1.1755      0.88011
6677         7  123925232  123971410    175      17  184305      -0.8694      0.80769
730130       7  124030916  124033469     13       2  184305      -1.5732      0.94216
2861         7  124745601  124766025     32       7  184305     -0.26686      0.60521
154872       7  124777292  124790810     32       6  184305      -1.2808      0.89986
25913        7  124822386  124929983    229      20  184305      -1.0977      0.86383
2918         7  126438598  127253294   2340      98  184305     -0.63052      0.73582
168850       7  127346721  127392724     69      13  184305      0.25106      0.40089
79571        7  127580628  127585600      8       4  184305      0.28833      0.38655
381          7  127588352  127591705      4       2  184305    -0.015213      0.50607
29999        7  127593635  127601797     17       8  184305     -0.88132      0.81093
5078         7  127610292  127618192     13       6  184305     -0.71441      0.76251
27044        7  127652119  128092607   1193     112  184305         -1.9      0.97128
64101        7  128027071  128032107     19       9  184305      -2.3298      0.99009
3952         7  128241202  128257629     56       7  184305       -2.422      0.99228
55131        7  128310383  128343913    142      13  184305      -2.6808      0.99633
401399       7  128350325  128362069     48      11  184305       -2.419      0.99222
3614         7  128392277  128409987     42       4  184305      0.84632      0.19869
29923        7  128455830  128458418      3       1  184305      -1.0424      0.85139
55798        7  128476729  128502924     75      14  184305     -0.62791      0.73497
101928451    7  128531355  128640002    288      36  184305      -1.2899      0.90146
346653       7  128671636  128702262     84      17  184305      0.13665      0.44565
84691        7  128709061  128731743    140      19  184305       1.1807      0.11886
813          7  128739292  128773423    124      17  184305       0.3967      0.34579
611          7  128772489  128775790     10       4  184305     0.034203      0.48636
64753        7  128791410  128822133     84       9  184305      -1.1352      0.87185
2318         7  128830429  128859274     86      13  184305     -0.37834      0.64741
9296         7  128862803  128865849      2       1  184305      0.85483      0.19632
100130705    7  128866410  128872047     15       6  184305      0.17023      0.43242
375616       7  128868934  128910719     78      14  184305      0.31182      0.37759
3663         7  128937737  128950042     23       7  184305      0.93776      0.17418
23534        7  128954180  129055173    237      28  184305       1.1918      0.11666
340348       7  129144716  129169694    133      24  184305      0.30141      0.38155
6608         7  129188872  129213546     91      21  184305       1.1793      0.11914
23382        7  129225014  129430211    577      37  184305      0.46798       0.3199
57464        7  129434433  129488399    172      20  184305       1.7087     0.043751
100287482    7  129502479  129512932     46       9  184305      0.91963      0.17888
105375620    7  129609399  129612722     18       4  184305       1.3797     0.083839
4899         7  129611702  129757082    465      36  184305       3.0996   0.00096879
7328         7  129830732  129952960    337      30  184305       0.5163      0.30282
51530        7  130018286  130051451     72      17  184305     -0.19215      0.57619
23008        7  130070509  130135720    135      24  184305     -0.54518      0.70719
1358         7  130266863  130289798     35       8  184305      0.66062      0.25443
51200        7  130293134  130324180     70      12  184305      0.30697      0.37943
93979        7  130344790  130374709     74      12  184305      0.90071      0.18387
1357         7  130380371  130388108     13       6  184305       1.8716     0.030631
95681        7  130393771  130441741    138      24  184305       2.1615     0.015329
4232         7  130486175  130506297     44       8  184305      0.87656      0.19036
26958        7  130506238  130668758    393      58  184305       0.6079      0.27163
114960       7  130668646  130687432     42      10  184305       1.0687      0.14261
4289         7  131110096  131496639   1165     131  184305        1.461     0.072002
5420         7  131500262  131556617    189      21  184305     -0.50028      0.69156
91584        7  132123332  132648688   1288      98  184305     -0.40645      0.65779
54927        7  132784862  133082079    671      46  184305      -1.6103      0.94634
60412        7  133253067  134065761   2285      61  184305     -0.23713      0.59372
136332       7  134127352  134264181    456      30  184305     -0.85059       0.8025
84912        7  134289332  134320314    117      19  184305     -0.78563      0.78396
231          7  134442351  134459136     46       8  184305       1.4036     0.080217
57016        7  134527592  134541414     72      14  184305      0.17274      0.43143
441282       7  134546245  134579861    119      18  184305      0.69113      0.24474
669          7  134646779  134679816     65      13  184305     -0.48764       0.6871
800          7  134779413  134970729    548      32  184305      0.55192       0.2905
340351       7  134986508  135135778    408      51  184305      0.60435      0.27281
55281        7  135148014  135166215     34      14  184305    -0.035815      0.51428
78996        7  135165780  135170826     13       4  184305      0.50212      0.30779
29062        7  135183838  135211564     73      12  184305      0.49554      0.31011
346673       7  135231979  135258661    139      14  184305    5.704e-05      0.49998
4850         7  135361795  135510127    518      53  184305      0.78599      0.21594
23165        7  135557914  135648753    324      43  184305     -0.45585      0.67575
