PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000124226.10.wgt.RDat	ENSG00000124226.10	20	49936335	49936336	0.2482	rs6012712	-4.09	rs17785895	 0.150004	  5.94	 1.8228	465	  1	top1	0.15	3e-09	 1.82284	0.06833
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000237595.3.wgt.RDat	ENSG00000237595.3	20	50166101	50166102	0.2021	rs6012712	-4.09	rs6020300	 0.126916	  5.84	 0.4602	434	434	susie	0.13	3.8e-08	 0.59222	0.55370
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000231742.5.wgt.RDat	ENSG00000231742.5	20	50172549	50172550	0.3775	rs6012712	-4.09	rs6020311	 0.255107	  7.70	 0.7666	432	432	susie	0.28	3.2e-17	 1.08606	0.27745
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224397.5.wgt.RDat	ENSG00000224397.5	20	50267485	50267486	0.1659	rs6512645	 2.88	rs6012880	 0.029729	 -4.04	-0.5380	440	  4	lasso	0.032	0.0051	 1.31791	0.18753
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000203999.8.wgt.RDat	ENSG00000203999.8	20	50292719	50292720	0.2264	rs6512645	 2.88	rs11905919	 0.010162	  4.37	 0.2432	432	  4	lasso	0.011	0.07	 0.31154	0.75539
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000124098.9.wgt.RDat	ENSG00000124098.9	20	56358914	56358915	0.2356	rs6069558	-3.07	rs6024786	 0.040992	 -4.31	-0.1681	552	  1	top1	0.041	0.0017	 0.16811	0.86650
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000124164.15.wgt.RDat	ENSG00000124164.15	20	58389121	58389122	0.3335	rs874430	 3.45	rs6100061	 0.237267	  7.62	 1.5619	635	  6	lasso	0.26	2e-15	 1.84354	0.06525
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000254419.1.wgt.RDat	ENSG00000254419.1	20	58710794	58710795	0.1787	rs171839	 3.57	rs218456	 0.017850	 -4.36	-0.2788	554	  1	top1	0.018	0.029	 0.27882	0.78038
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000101158.13.wgt.RDat	ENSG00000101158.13	20	58981207	58981208	0.6412	rs171839	 3.57	rs6070684	 0.146972	 -7.04	-0.0645	554	 16	lasso	0.2	4.2e-12	-0.18518	0.85309
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000276093.1.wgt.RDat	ENSG00000276093.1	20	60083871	60083872	0.5660	rs6026976	 2.68	rs16983474	 0.362084	  8.84	 0.3902	604	  6	lasso	0.37	5.4e-23	 0.15280	0.87856
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000228340.5.wgt.RDat	ENSG00000228340.5	20	60087839	60087840	0.1594	rs6070883	-2.53	rs2025050	 0.030378	 -4.48	-0.4407	600	  3	lasso	0.06	0.00017	 0.28065	0.77898
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184402.14.wgt.RDat	ENSG00000184402.14	20	62143794	62143795	0.2839	rs3813452	 3.03	rs1407959	 0.096487	 -5.08	 1.1849	530	  1	top1	0.096	2.3e-06	-1.18486	0.23607
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000101181.17.wgt.RDat	ENSG00000101181.17	20	62183028	62183029	0.2824	rs3813452	 3.03	rs6062131	 0.016236	  4.19	-0.9721	526	 10	enet	0.064	0.00011	-0.46774	0.63997
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000226332.2.wgt.RDat	ENSG00000226332.2	20	62306324	62306325	0.2320	rs3813452	 3.03	rs6142769	 0.006577	 -3.61	 1.9105	496	  7	lasso	0.012	0.059	-2.07770	0.03774
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273619.1.wgt.RDat	ENSG00000273619.1	20	62386969	62386970	0.2584	rs3813452	 3.03	rs1570027	 0.169231	 -6.43	 1.1236	505	505	susie	0.18	8.6e-11	-0.52263	0.60123
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000149679.11.wgt.RDat	ENSG00000149679.11	20	62407284	62407285	0.3071	rs3813452	 3.03	rs477859	 0.068942	  5.49	 0.4557	519	519	susie	0.084	1e-05	 0.31700	0.75124
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000101190.12.wgt.RDat	ENSG00000101190.12	20	62861762	62861763	0.3235	rs6090309	 3.29	rs3765463	 0.175250	  6.20	 0.4036	516	516	susie	0.19	2e-11	-0.67379	0.50044
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000125534.9.wgt.RDat	ENSG00000125534.9	20	63520723	63520724	0.4072	rs6090309	 3.29	rs310653	 0.026094	 -3.79	 2.5827	431	 42	enet	0.12	1.6e-07	-1.32572	0.18493
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000101216.10.wgt.RDat	ENSG00000101216.10	20	63627040	63627041	0.1671	rs2297808	 3.77	rs817311	 0.008675	 -3.80	 0.1129	421	  1	top1	0.0087	0.093	-0.11291	0.91011
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000258366.7.wgt.RDat	ENSG00000258366.7	20	63657809	63657810	0.2034	rs2297808	 3.46	rs2297440	 0.089881	 -5.36	 0.3922	422	 18	enet	0.098	1.9e-06	-0.28834	0.77309
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000171700.13.wgt.RDat	ENSG00000171700.13	20	64079987	64079988	0.1650	rs6062340	 3.14	rs8121509	 0.134155	  5.55	-2.1972	312	  3	lasso	0.16	1.2e-09	-2.08161	0.03738
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000125510.15.wgt.RDat	ENSG00000125510.15	20	64080172	64080173	0.2372	rs6062340	 3.14	rs8121509	 0.161093	  6.47	-2.1972	312	312	susie	0.17	3.9e-10	-2.19558	0.02812
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000203880.11.wgt.RDat	ENSG00000203880.11	20	64255694	64255695	0.1656	rs6062340	 3.14	rs2427621	 0.021521	  4.21	 0.0707	230	  6	lasso	0.04	0.0018	 0.03737	0.97019
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000270093.1.wgt.RDat	ENSG00000270093.1	21	16643528	16643529	0.202	rs8127249	 2.46	rs8134854	 0.030146	-3.86	 0.6429	374	  1	top1	0.03	0.0064	-0.6429	0.520291
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154642.10.wgt.RDat	ENSG00000154642.10	21	17819385	17819386	0.277	rs1735286	-3.30	rs243570	 0.000196	 3.09	-0.7400	510	  4	lasso	0.041	0.0018	-0.8737	0.382298
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154719.13.wgt.RDat	ENSG00000154719.13	21	25607516	25607517	0.267	rs17794802	-2.71	rs9984734	 0.288418	-7.87	 0.2135	378	  1	top1	0.29	1.6e-17	-0.2135	0.830912
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000232855.6.wgt.RDat	ENSG00000232855.6	21	28674847	28674848	0.124	rs2832227	 4.23	rs2776240	 0.041593	-4.14	 0.7254	495	  1	top1	0.042	0.0016	-0.7254	0.468233
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000176054.6.wgt.RDat	ENSG00000176054.6	21	28998032	28998033	0.139	rs8131103	 4.50	rs1537093	 0.080081	 4.78	-0.9693	426	  4	lasso	0.11	4.2e-07	-0.9103	0.362660
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000156261.12.wgt.RDat	ENSG00000156261.12	21	29073796	29073797	0.118	rs8131103	 4.50	rs2070610	 0.084969	 4.60	-2.6414	426	  1	top1	0.085	9.1e-06	-2.6414	0.008256
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000215533.8.wgt.RDat	ENSG00000215533.8	21	29193479	29193480	0.290	rs8131103	 4.50	rs1999321	 0.153811	-5.81	 2.3274	451	451	susie	0.16	5.5e-10	-2.8084	0.004978
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174680.9.wgt.RDat	ENSG00000174680.9	21	29748174	29748175	0.180	rs363457	 3.39	rs9981313	 0.014376	-4.04	-1.0862	439	 17	enet	0.043	0.0013	 1.8094	0.070391
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142207.6.wgt.RDat	ENSG00000142207.6	21	32393025	32393026	0.312	rs12165267	-2.29	rs13050265	 0.056686	-5.45	-0.3164	485	485	susie	0.14	1.1e-08	 0.2232	0.823375
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000242220.6.wgt.RDat	ENSG00000242220.6	21	32587372	32587373	0.309	rs845011	-2.19	rs2833866	 0.046204	-4.08	-0.0712	466	 24	enet	0.055	0.00032	-1.0328	0.301714
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000159110.19.wgt.RDat	ENSG00000159110.19	21	33229900	33229901	0.165	rs6517178	 2.52	rs2849997	 0.063896	 4.56	 0.9653	452	  5	lasso	0.081	1.4e-05	 0.0215	0.982831
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243646.9.wgt.RDat	ENSG00000243646.9	21	33266357	33266358	0.290	rs6517178	 2.52	rs2834167	 0.011931	 4.71	-0.1234	446	446	susie	0.14	5.7e-09	-0.6465	0.517924
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142166.12.wgt.RDat	ENSG00000142166.12	21	33324476	33324477	0.213	rs6517178	 2.52	rs2409488	 0.023699	-4.32	-0.7467	436	436	susie	0.032	0.0051	 0.9157	0.359822
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142188.16.wgt.RDat	ENSG00000142188.16	21	33480010	33480011	0.450	rs6517178	 2.52	rs1044218	 0.425703	-9.75	 1.2123	457	457	susie	0.44	2.1e-28	-1.2225	0.221504
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000234380.1.wgt.RDat	ENSG00000234380.1	21	34745756	34745757	0.362	rs9978407	 7.38	rs2246640	 0.038992	-4.66	-1.0740	518	 31	enet	0.054	0.00037	-0.8659	0.386525
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000231106.2.wgt.RDat	ENSG00000231106.2	21	36005337	36005338	0.441	rs2835071	-3.30	rs11701590	 0.298842	 8.08	-0.7716	510	  1	top1	0.3	3.2e-18	-0.7716	0.440363
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000159231.5.wgt.RDat	ENSG00000159231.5	21	36134911	36134912	0.120	rs2835071	-3.30	rs9984471	 0.014086	 3.65	 2.2519	499	  1	top1	0.014	0.046	 2.2519	0.024329
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224790.2.wgt.RDat	ENSG00000224790.2	21	36968553	36968554	0.194	rs2835725	 3.18	rs13049125	 0.024994	 4.19	-1.2636	465	  6	lasso	0.062	0.00015	-1.3619	0.173234
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000159267.14.wgt.RDat	ENSG00000159267.14	21	36990235	36990236	0.292	rs2835725	 3.18	rs762376	 0.172031	-6.12	 1.3406	460	  7	lasso	0.18	1.1e-10	-1.4637	0.143283
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000185808.13.wgt.RDat	ENSG00000185808.13	21	37073169	37073170	0.434	rs2835725	 3.18	rs2032088	 0.342498	 9.81	-0.4373	437	 27	enet	0.48	1e-31	 0.1311	0.895664
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182670.13.wgt.RDat	ENSG00000182670.13	21	37073225	37073226	0.325	rs2835725	 3.18	rs2298682	 0.403397	 9.41	-0.8198	437	 19	lasso	0.42	6.5e-27	-0.6622	0.507815
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183527.11.wgt.RDat	ENSG00000183527.11	21	39183850	39183851	0.317	rs2836633	 4.11	rs418359	 0.222138	-7.33	-1.5101	636	636	susie	0.23	3.9e-14	 1.4736	0.140586
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182093.14.wgt.RDat	ENSG00000182093.14	21	39380243	39380244	0.446	rs381716	-2.90	rs2837002	 0.407651	 9.54	 2.2458	648	648	susie	0.42	1.1e-26	 2.3086	0.020968
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000157578.13.wgt.RDat	ENSG00000157578.13	21	39445802	39445803	0.556	rs381716	-2.90	rs2049823	 0.271509	 8.02	 2.2369	685	685	susie	0.37	4e-23	 2.5643	0.010339
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000226496.2.wgt.RDat	ENSG00000226496.2	21	41148132	41148133	0.482	rs3893418	 3.39	rs2007397	 0.189480	-6.46	 0.2261	631	631	susie	0.3	3.6e-18	 0.1898	0.849450
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182240.15.wgt.RDat	ENSG00000182240.15	21	41167800	41167801	0.605	rs3893418	 3.39	rs914187	 0.419132	 9.47	 0.5151	629	  8	lasso	0.43	1.4e-27	 0.5246	0.599857
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183844.16.wgt.RDat	ENSG00000183844.16	21	41304211	41304212	0.350	rs3893418	 3.39	rs7283900	-0.003942	-3.39	 1.2934	670	670	susie	0.046	0.00092	 0.2201	0.825777
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000157601.13.wgt.RDat	ENSG00000157601.13	21	41420303	41420304	0.401	rs3893418	 3.39	rs464783	 0.074540	-5.18	-0.5904	707	 26	enet	0.088	6.1e-06	 0.3765	0.706578
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000236384.7.wgt.RDat	ENSG00000236384.7	21	41715774	41715775	0.439	rs3893418	 3.39	rs2838113	 0.184629	 6.39	 0.9392	786	  1	top1	0.18	3.3e-11	 0.9392	0.347626
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000141956.13.wgt.RDat	ENSG00000141956.13	21	41879481	41879482	0.325	rs3893418	 3.39	rs8130834	 0.020874	-4.83	 0.9716	809	 21	enet	0.093	3.7e-06	-0.8584	0.390683
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000235772.1.wgt.RDat	ENSG00000235772.1	21	42561933	42561934	0.460	rs3814903	-3.19	rs12483006	 0.219654	-6.96	 0.8691	701	701	susie	0.22	1.7e-13	-0.8412	0.400257
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160194.17.wgt.RDat	ENSG00000160194.17	21	42879643	42879644	0.511	rs3814903	-3.19	rs4148974	 0.359740	-8.84	-0.5155	521	 37	enet	0.44	2.5e-28	 0.9728	0.330654
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160200.17.wgt.RDat	ENSG00000160200.17	21	43076942	43076943	0.426	rs2838320	-3.50	rs234728	 0.253529	-7.47	 1.7416	372	372	susie	0.26	1.8e-15	-1.7453	0.080935
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160209.18.wgt.RDat	ENSG00000160209.18	21	43719093	43719094	0.104	rs4819289	-3.83	rs1454649	 0.052411	 4.74	-3.1842	275	275	susie	0.07	5.5e-05	-3.3647	0.000766
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160213.6.wgt.RDat	ENSG00000160213.6	21	43776444	43776445	0.319	rs4819289	-3.83	rs2838367	 0.187244	-6.39	-0.3995	287	  1	top1	0.19	2.4e-11	 0.3995	0.689504
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000241945.7.wgt.RDat	ENSG00000241945.7	21	44107289	44107290	0.755	rs4819289	-3.83	rs2277805	 0.357923	 8.90	 2.0451	341	 26	enet	0.51	5.4e-35	 1.7832	0.074558
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160221.16.wgt.RDat	ENSG00000160221.16	21	44133604	44133605	0.696	rs4819289	-3.83	rs2277805	 0.475702	10.11	 2.0451	357	357	susie	0.48	4.6e-32	 2.0000	0.045501
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000225331.1.wgt.RDat	ENSG00000225331.1	21	44160075	44160076	0.223	rs4819289	-3.83	rs2277805	 0.023205	 4.10	 2.0451	364	  4	lasso	0.035	0.0035	 1.8997	0.057466
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000237604.1.wgt.RDat	ENSG00000237604.1	21	44175488	44175489	0.263	rs4819289	-3.83	rs2277805	 0.006382	 3.85	 2.0451	368	 32	enet	0.07	5.6e-05	 2.2416	0.024986
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160223.16.wgt.RDat	ENSG00000160223.16	21	44240965	44240966	0.191	rs4819352	 2.53	rs2070565	 0.105464	-4.98	-0.0645	405	 19	enet	0.11	4.4e-07	-0.8628	0.388264
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184441.4.wgt.RDat	ENSG00000184441.4	21	44331233	44331234	0.464	rs4819352	 2.53	rs2070573	 0.245011	-7.64	-0.1739	402	 35	enet	0.37	7.4e-23	 1.5436	0.122683
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160226.15.wgt.RDat	ENSG00000160226.15	21	44339374	44339375	0.387	rs4819352	 2.53	rs2070573	 0.027981	-5.64	-0.1739	403	 33	enet	0.27	3.6e-16	 1.4469	0.147933
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183255.11.wgt.RDat	ENSG00000183255.11	21	44873902	44873903	0.398	rs12069	 3.47	rs2838711	 0.213776	-6.79	-0.2568	567	  1	top1	0.21	6.7e-13	 0.2568	0.797349
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000227039.6.wgt.RDat	ENSG00000227039.6	21	44921133	44921134	0.218	rs12069	 3.47	rs1721	 0.099553	 4.68	 0.7892	593	  1	top1	0.1	1.6e-06	 0.7892	0.429973
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183250.11.wgt.RDat	ENSG00000183250.11	21	44939912	44939913	0.387	rs12069	 3.47	rs2838738	 0.067043	-4.83	 1.0219	597	  1	top1	0.067	7.8e-05	-1.0219	0.306809
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000276529.1.wgt.RDat	ENSG00000276529.1	21	44978831	44978832	0.309	rs12069	 3.47	rs4818748	 0.228570	 7.24	 0.3517	597	  1	top1	0.23	8.8e-14	 0.3517	0.725041
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000235374.2.wgt.RDat	ENSG00000235374.2	21	45074164	45074165	0.188	rs12069	 3.47	rs2838769	 0.075167	 4.24	 0.1181	601	  1	top1	0.075	3e-05	 0.1181	0.905985
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182586.8.wgt.RDat	ENSG00000182586.8	21	45234339	45234340	0.192	rs12069	 3.47	rs235284	 0.014232	 3.69	-0.6651	517	  2	lasso	0.015	0.041	-0.5249	0.599666
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000223768.1.wgt.RDat	ENSG00000223768.1	21	45293284	45293285	0.235	rs12069	 3.47	rs1006779	 0.112690	-5.58	 2.1426	494	494	susie	0.13	2.4e-08	-2.2557	0.024086
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184274.3.wgt.RDat	ENSG00000184274.3	21	45305256	45305257	0.193	rs12069	 3.47	rs12069	 0.138781	-5.63	 3.4700	489	  1	top1	0.14	1.2e-08	-3.4700	0.000520
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183570.16.wgt.RDat	ENSG00000183570.16	21	45643693	45643694	0.198	rs12069	 3.47	rs9637205	 0.166148	 6.53	 0.4078	487	 13	enet	0.17	1.2e-10	 0.5968	0.550643
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000274248.1.wgt.RDat	ENSG00000274248.1	21	45974488	45974489	0.201	rs1023159	-2.24	rs9975272	 0.103391	 4.83	-0.1988	465	  1	top1	0.1	9.8e-07	-0.1988	0.842428
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160282.13.wgt.RDat	ENSG00000160282.13	21	46155566	46155567	0.686	rs4819208	-2.14	rs4818826	 0.215676	-7.03	-1.2290	497	497	susie	0.24	2.7e-14	 1.1425	0.253228
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160284.14.wgt.RDat	ENSG00000160284.14	21	46184475	46184476	0.793	rs4819208	-2.14	rs4818826	 0.258981	-7.75	-1.2290	493	 27	enet	0.39	1.3e-24	 0.7326	0.463819
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160285.14.wgt.RDat	ENSG00000160285.14	21	46228823	46228824	0.163	rs4819208	-2.14	rs2839183	 0.083372	 5.01	-0.5974	479	479	susie	0.086	7.7e-06	-0.2502	0.802437
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000215424.9.wgt.RDat	ENSG00000215424.9	21	46229216	46229217	0.384	rs4819208	-2.14	rs7275336	 0.087330	 5.63	-1.8849	479	479	susie	0.16	1.3e-09	-1.3036	0.192362
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000239415.1.wgt.RDat	ENSG00000239415.1	21	46254132	46254133	0.261	rs4819208	-2.14	rs3810590	 0.039644	-4.87	-0.0109	473	 18	enet	0.11	7.1e-07	 0.3178	0.750631
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160294.10.wgt.RDat	ENSG00000160294.10	21	46286296	46286297	0.192	rs4819208	-2.14	rs2839257	 0.079542	 5.31	 0.3588	463	463	susie	0.082	1.3e-05	 0.4370	0.662095
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182362.13.wgt.RDat	ENSG00000182362.13	21	46286336	46286337	0.607	rs4819208	-2.14	rs1888539	 0.338313	 8.97	-1.1540	463	 22	enet	0.5	5.5e-34	-1.0213	0.307096
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160299.16.wgt.RDat	ENSG00000160299.16	21	46324121	46324122	0.246	rs4819208	-2.14	rs11701725	 0.096500	-5.01	-0.9763	453	453	susie	0.1	9.1e-07	 0.8068	0.419772
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160305.17.wgt.RDat	ENSG00000160305.17	21	46458898	46458899	0.219	rs4819208	-2.14	rs2839306	 0.024579	 4.36	 0.1331	370	 15	enet	0.042	0.0016	 0.0658	0.947507
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100181.22.wgt.RDat	ENSG00000100181.22	22	16601886	16601887	0.2327	rs7287144	-2.73	rs16980739	 0.042044	 -4.57	-0.33152	218	  6	lasso	0.057	0.00026	 0.5618	0.574269
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000237438.7.wgt.RDat	ENSG00000237438.7	22	17036569	17036570	0.3237	rs1076102	 2.93	rs5994155	 0.060686	  4.93	-1.37087	482	482	susie	0.16	7.9e-10	-0.9894	0.322471
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000177663.13.wgt.RDat	ENSG00000177663.13	22	17084953	17084954	0.4929	rs1076102	 2.93	rs2895332	 0.170426	 -6.08	-0.38397	504	 38	enet	0.2	3.3e-12	-0.0783	0.937597
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000093072.15.wgt.RDat	ENSG00000093072.15	22	17221988	17221989	0.7330	rs12483926	-3.32	rs17807317	 0.291683	  8.08	 0.00609	536	 42	enet	0.32	1e-19	-0.3394	0.734305
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099954.18.wgt.RDat	ENSG00000099954.18	22	17359948	17359949	0.2854	rs12483926	-3.17	rs5747200	 0.014667	 -3.79	-0.90684	569	569	susie	0.05	0.00056	 0.6176	0.536819
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000274602.4.wgt.RDat	ENSG00000274602.4	22	18577967	18577968	0.1160	rs1210638	 2.84	rs715599	-0.004611	  3.11	-0.44368	114	114	susie	0.034	0.0039	 1.6231	0.104578
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273032.1.wgt.RDat	ENSG00000273032.1	22	19017833	19017834	0.1564	rs1210638	 2.84	rs1034727	 0.067213	 -5.11	-0.60942	312	  5	lasso	0.093	3.3e-06	-0.1117	0.911042
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273311.1.wgt.RDat	ENSG00000273311.1	22	19048374	19048375	0.2594	rs9604969	-3.77	rs5993488	 0.201550	  7.03	 0.57416	325	  1	top1	0.2	3.5e-12	 0.5742	0.565857
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000070413.19.wgt.RDat	ENSG00000070413.19	22	19122453	19122454	0.2291	rs9604969	-3.77	rs10483100	 0.126819	  6.17	-0.44959	367	367	susie	0.13	3.3e-08	-0.3933	0.694096
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000232926.1.wgt.RDat	ENSG00000232926.1	22	19887288	19887289	0.3854	rs9604969	-3.77	rs5992495	 0.030576	 -4.63	 0.23989	555	555	susie	0.2	2.7e-12	-0.7880	0.430687
